timestamp,zone_id,demand_units,festival_multiplier,precip_mm,traffic_index,salary_week_flag,temperature_c,is_fraud
2024-01-02 01:00:00,zone_000,35,1.0,0.2,0.16,0,32.8,1
2024-01-02 02:00:00,zone_000,18,1.0,3.0,0.58,0,31.5,1
2024-01-02 15:00:00,zone_000,36,1.0,0.7,0.23,0,34.1,1
2024-01-02 22:00:00,zone_000,26,1.0,0.4,0.15,0,30.8,1
2024-01-03 03:00:00,zone_000,27,1.0,1.3,0.43,1,27.5,1
2024-01-03 10:00:00,zone_000,39,1.0,0.4,0.74,0,39.1,1
2024-01-03 13:00:00,zone_000,30,1.0,0.2,0.53,1,35.2,1
2024-01-03 17:00:00,zone_000,65,1.0,3.7,0.28,1,23.9,1
2024-01-03 22:00:00,zone_000,39,1.0,0.7,0.49,0,33.7,1
2024-01-04 08:00:00,zone_000,29,1.0,2.6,0.24,0,25.7,1
2024-01-04 15:00:00,zone_000,39,1.0,0.8,0.74,0,34.2,1
2024-01-05 14:00:00,zone_000,12,1.0,0.1,0.88,1,34.1,1
2024-01-06 02:00:00,zone_000,66,1.0,5.3,0.58,1,26.5,1
2024-01-06 18:00:00,zone_000,49,1.0,5.0,0.19,1,36.1,1
2024-01-07 02:00:00,zone_000,17,1.0,0.6,0.36,0,30.1,1
2024-01-08 07:00:00,zone_000,50,1.0,2.7,0.35,0,34.2,1
2024-01-08 14:00:00,zone_000,19,1.0,0.6,0.46,0,31.2,1
2024-01-08 16:00:00,zone_000,29,1.0,1.3,0.43,0,27.5,1
2024-01-08 23:00:00,zone_000,50,1.0,0.0,0.58,0,37.2,1
2024-01-09 10:00:00,zone_000,56,1.0,0.3,0.16,0,28.9,1
2024-01-09 14:00:00,zone_000,42,1.0,2.6,0.78,0,30.9,1
2024-01-09 17:00:00,zone_000,227,1.0,0.8,0.7,0,34.2,1
2024-01-11 07:00:00,zone_000,23,1.0,0.6,0.64,1,30.5,1
2024-01-11 14:00:00,zone_000,15,1.0,1.0,0.53,0,32.3,1
2024-01-12 21:00:00,zone_000,12,1.0,0.7,0.79,0,28.0,1
2024-01-13 04:00:00,zone_000,24,1.0,1.3,0.14,0,29.6,1
2024-01-13 06:00:00,zone_000,39,1.0,1.2,0.44,0,24.5,1
2024-01-15 15:00:00,zone_000,69,1.0,0.3,0.59,2,37.9,1
2024-01-16 22:00:00,zone_000,11,1.0,2.3,0.64,0,34.9,1
2024-01-17 09:00:00,zone_000,82,1.0,0.4,0.47,0,33.9,1
2024-01-17 16:00:00,zone_000,14,1.0,0.5,0.3,0,36.3,1
2024-01-18 07:00:00,zone_000,22,1.0,1.9,0.46,0,32.5,1
2024-01-18 09:00:00,zone_000,35,1.0,6.3,0.49,1,30.5,1
2024-01-19 05:00:00,zone_000,16,1.0,0.7,0.33,0,29.5,1
2024-01-20 04:00:00,zone_000,88,1.0,10.5,0.8,0,29.4,1
2024-01-21 00:00:00,zone_000,31,1.0,0.3,0.53,1,30.8,1
2024-01-21 01:00:00,zone_000,20,1.0,1.0,0.75,0,32.2,1
2024-01-21 05:00:00,zone_000,16,1.0,2.0,0.16,0,33.8,1
2024-01-21 08:00:00,zone_000,76,1.0,0.7,0.43,0,28.3,1
2024-01-21 12:00:00,zone_000,34,1.0,2.2,0.72,2,32.1,1
2024-01-22 11:00:00,zone_000,48,1.0,0.5,0.47,1,30.7,1
2024-01-22 20:00:00,zone_000,22,1.0,1.7,0.51,1,25.6,1
2024-01-24 01:00:00,zone_000,37,1.0,4.5,0.76,0,32.1,1
2024-01-25 23:00:00,zone_000,39,1.0,0.3,0.27,0,30.3,1
2024-01-26 03:00:00,zone_000,65,1.0,2.1,0.52,1,37.1,1
2024-01-26 08:00:00,zone_000,13,1.0,2.3,0.61,1,30.0,1
2024-01-27 01:00:00,zone_000,25,1.0,3.0,0.39,0,32.5,1
2024-01-27 09:00:00,zone_000,26,1.0,4.2,0.6,1,29.9,1
2024-01-28 21:00:00,zone_000,57,1.0,10.2,0.81,0,37.4,1
2024-01-29 04:00:00,zone_000,19,1.0,0.2,0.6,0,26.3,1
2024-01-29 23:00:00,zone_000,28,1.0,0.2,0.81,0,30.5,1
2024-01-30 21:00:00,zone_000,35,1.0,0.8,0.64,1,38.7,1
2024-02-01 00:00:00,zone_000,42,1.0,0.9,0.45,0,32.7,1
2024-02-01 06:00:00,zone_000,20,1.0,1.5,0.69,0,32.2,1
2024-02-02 14:00:00,zone_000,40,1.0,1.1,0.32,2,28.0,1
2024-02-02 15:00:00,zone_000,44,1.0,1.1,0.42,1,21.8,1
2024-02-03 01:00:00,zone_000,17,1.0,0.4,0.22,1,38.6,1
2024-02-03 09:00:00,zone_000,25,1.0,1.0,0.81,0,32.6,1
2024-02-03 11:00:00,zone_000,26,1.0,0.8,0.87,0,34.0,1
2024-02-03 15:00:00,zone_000,26,1.0,2.3,0.88,1,29.7,1
2024-02-03 16:00:00,zone_000,62,1.0,0.9,0.29,0,35.5,1
2024-02-05 08:00:00,zone_000,24,1.0,0.2,0.36,1,31.5,1
2024-02-05 16:00:00,zone_000,21,1.0,0.7,0.65,1,31.5,1
2024-02-08 13:00:00,zone_000,15,1.0,0.8,0.32,0,33.5,1
2024-02-08 16:00:00,zone_000,72,1.0,0.6,0.8,1,28.9,1
2024-02-09 04:00:00,zone_000,17,1.0,0.9,0.21,0,33.8,1
2024-02-09 06:00:00,zone_000,45,1.0,0.7,0.37,0,36.5,1
2024-02-09 07:00:00,zone_000,31,1.0,1.6,0.63,0,33.4,1
2024-02-09 08:00:00,zone_000,83,1.0,5.2,0.39,1,28.7,1
2024-02-10 22:00:00,zone_000,20,1.0,1.7,0.42,2,30.9,1
2024-02-11 09:00:00,zone_000,23,1.0,0.7,0.67,0,36.1,1
2024-02-11 21:00:00,zone_000,40,1.0,1.1,0.42,0,25.3,1
2024-02-12 03:00:00,zone_000,36,1.0,1.2,0.75,0,20.3,1
2024-02-12 15:00:00,zone_000,96,1.0,5.0,0.63,0,35.9,1
2024-02-13 05:00:00,zone_000,15,1.0,7.6,0.44,2,28.3,1
2024-02-13 11:00:00,zone_000,32,1.0,4.4,0.6,0,33.3,1
2024-02-13 12:00:00,zone_000,30,1.0,5.4,0.78,0,28.2,1
2024-02-13 15:00:00,zone_000,15,1.0,1.3,0.43,0,26.3,1
2024-02-13 23:00:00,zone_000,23,1.0,1.4,0.34,2,36.5,1
2024-02-14 05:00:00,zone_000,7,1.0,2.9,0.18,0,32.1,1
2024-02-14 19:00:00,zone_000,25,1.0,0.6,0.53,1,32.3,1
2024-02-14 20:00:00,zone_000,15,1.0,0.5,0.49,0,34.8,1
2024-02-15 06:00:00,zone_000,55,1.0,0.2,0.25,0,33.4,1
2024-02-15 13:00:00,zone_000,33,1.0,1.3,0.53,1,35.4,1
2024-02-15 23:00:00,zone_000,30,1.0,2.4,0.76,0,26.9,1
2024-02-16 15:00:00,zone_000,55,1.0,4.8,0.41,0,30.7,1
2024-02-17 02:00:00,zone_000,38,1.0,0.6,0.49,0,29.8,1
2024-02-17 06:00:00,zone_000,29,1.0,0.2,0.41,0,28.3,1
2024-02-17 09:00:00,zone_000,17,1.0,2.8,0.78,0,37.0,1
2024-02-18 01:00:00,zone_000,17,1.0,1.0,0.19,2,34.1,1
2024-02-18 09:00:00,zone_000,104,1.0,0.0,0.11,0,39.1,1
2024-02-18 11:00:00,zone_000,14,1.0,3.3,0.17,1,31.5,1
2024-02-18 14:00:00,zone_000,66,1.0,0.7,0.78,0,34.2,1
2024-02-19 20:00:00,zone_000,32,1.0,1.6,0.36,1,32.1,1
2024-02-19 21:00:00,zone_000,43,1.0,0.6,0.84,0,32.0,1
2024-02-19 23:00:00,zone_000,65,1.0,0.1,0.11,0,36.1,1
2024-02-20 03:00:00,zone_000,43,1.0,2.2,0.26,0,35.5,1
2024-02-20 10:00:00,zone_000,17,1.0,6.7,0.35,1,32.7,1
2024-02-21 00:00:00,zone_000,30,1.0,0.6,0.49,0,29.6,1
2024-02-21 21:00:00,zone_000,17,1.0,1.5,0.55,0,40.7,1
