timestamp,zone,baseline_delivery_mins,baseline_order_vol,actual_delivery_mins,actual_order_vol,rain_mm_15m,temperature,aqi_score,has_accident,has_protest,Is_Disrupted
2023-11-25 00:00:00,Velachery,28.0,150,33.134870165196936,114.67860020720921,0.0,26.57942264352354,101.87791021875066,0.0,0.0,0
2023-11-25 00:15:00,Chromepet,28.0,150,30.574153235523017,152.1528447528843,,,,0.0,0.0,0
2023-11-25 00:30:00,Chromepet,28.0,150,26.358577639101675,168.6366818557056,0.0,28.703925157612513,129.7477555208815,0.0,0.0,0
2023-11-25 00:45:00,T Nagar,28.0,150,33.244027540598196,156.25564809301147,,,,0.0,0.0,0
2023-11-25 01:00:00,Tambaram,28.0,150,19.356080569444696,169.40061623351718,,,,0.0,0.0,0
2023-11-25 01:15:00,Chromepet,28.0,150,22.899326180578907,156.00430610309954,,,,0.0,0.0,0
2023-11-25 01:30:00,T Nagar,28.0,150,24.375807097123875,111.24129039861248,,,,0.0,0.0,0
2023-11-25 01:45:00,Velachery,28.0,150,24.92957646923572,165.55496572792376,,,,0.0,0.0,0
2023-11-25 02:00:00,Velachery,28.0,150,30.96051635468586,140.5872245875099,,,,0.0,0.0,0
2023-11-25 02:15:00,T Nagar,28.0,150,31.961884028354113,158.7145758265587,,,,0.0,0.0,0
2023-11-25 02:30:00,Velachery,28.0,150,36.55877653575368,162.30228955292344,,,,0.0,0.0,0
2023-11-25 02:45:00,Guindy,28.0,150,28.914409484411266,113.50506163143268,,,,0.0,0.0,0
2023-11-25 03:00:00,Chromepet,28.0,150,22.762667449698746,144.0877810085599,0.0,29.49650777574318,61.866774410208095,0.0,0.0,0
2023-11-25 03:15:00,Guindy,28.0,150,25.170539727276847,165.6439810211714,0.0,29.143966162326663,139.5129946754774,0.0,0.0,0
2023-11-25 03:30:00,Velachery,28.0,150,26.42713589842134,123.31120896719908,,,,0.0,0.0,0
2023-11-25 03:45:00,T Nagar,28.0,150,33.3725515725684,145.58970196061398,,,,0.0,0.0,0
2023-11-25 04:00:00,Chromepet,28.0,150,31.63917302251434,178.38672477530974,,,,0.0,0.0,0
2023-11-25 04:15:00,Guindy,28.0,150,30.975725441796182,148.9962189289329,,,,0.0,0.0,0
2023-11-25 04:30:00,Guindy,28.0,150,27.83237529669941,147.66118236285004,,,,0.0,0.0,0
2023-11-25 04:45:00,Tambaram,28.0,150,21.512431604947185,127.42545660128542,,,,0.0,0.0,0
2023-11-25 05:00:00,Guindy,28.0,150,19.67544368928317,146.92240715987103,,,,0.0,0.0,0
2023-11-25 05:15:00,Chromepet,28.0,150,29.994870088936246,171.43587026960594,,,,0.0,0.0,0
2023-11-25 05:30:00,T Nagar,28.0,150,18.4919686386325,152.51782435047548,,,,0.0,0.0,0
2023-11-25 05:45:00,Velachery,28.0,150,34.24527134586742,137.20234972884643,0.0,26.68247661887679,74.05704665966816,0.0,0.0,0
2023-11-25 06:00:00,Chromepet,28.0,150,32.04414333922944,160.06422236980254,,,,0.0,0.0,0
2023-11-25 06:15:00,Velachery,28.0,150,25.369352857488106,157.15165717707217,,,,0.0,0.0,0
2023-11-25 06:30:00,Adyar,28.0,150,22.777195072769448,141.5975959372968,,,,0.0,0.0,0
2023-11-25 06:45:00,T Nagar,28.0,150,25.303026782284093,165.07567609390134,,,,0.0,0.0,0
2023-11-25 07:00:00,T Nagar,28.0,150,42.77769167245487,122.02370563952165,,,,0.0,0.0,1
2023-11-25 07:15:00,Adyar,28.0,150,33.24959532486744,158.83182006634263,,,,0.0,0.0,0
2023-11-25 07:30:00,Tambaram,28.0,150,21.26761838918588,179.43562877759183,0.0,25.37333952612372,75.68171420223801,0.0,0.0,0
2023-11-25 07:45:00,T Nagar,28.0,150,25.67782436616221,160.51206416239918,,,,0.0,0.0,0
2023-11-25 08:00:00,Velachery,28.0,150,26.34090406425121,129.827253017062,,,,0.0,0.0,0
2023-11-25 08:15:00,Adyar,28.0,150,27.13003554040917,155.844870283651,,,,1.0,0.0,0
2023-11-25 08:30:00,Chromepet,28.0,150,31.008840003077804,159.90022287945592,0.0,27.67406781977448,119.25227517879829,0.0,0.0,0
2023-11-25 08:45:00,T Nagar,28.0,150,23.94665826417492,149.43244438704212,,,,0.0,0.0,0
2023-11-25 09:00:00,Adyar,28.0,150,21.346729554010057,174.1155818764564,,,,0.0,0.0,0
2023-11-25 09:15:00,Tambaram,28.0,150,29.775081939697312,132.98345383822692,,,,0.0,0.0,0
2023-11-25 09:30:00,T Nagar,28.0,150,26.722111839724032,165.02820489505092,,,,0.0,0.0,0
2023-11-25 09:45:00,Guindy,28.0,150,29.729311072984338,159.21876597166386,0.0,30.11632286447045,50.59998524243774,0.0,0.0,0
2023-11-25 10:00:00,Adyar,28.0,150,30.645499733798534,137.13752832327577,,,,0.0,0.0,0
2023-11-25 10:15:00,T Nagar,28.0,150,19.81515047436813,124.33291081335231,0.0,28.525535805294318,112.9776917766797,0.0,0.0,0
